日期,经度,纬度,高程,日降雨量,涌水量
2023-03-21,401142.234,3043998.544,490,1.663,41.429
2023-03-22,401142.234,3043998.544,490,6.254,40.714
2023-03-23,401142.234,3043998.544,490,3.577,40.0
2023-03-24,401142.234,3043998.544,490,1.65,40.0
2023-03-25,401142.234,3043998.544,490,3.203,40.0
2023-03-26,401142.234,3043998.544,490,4.739,40.0
2023-03-27,401142.234,3043998.544,490,5.805,40.0
2023-03-28,401142.234,3043998.544,490,4.596,40.0
2023-03-29,401142.234,3043998.544,490,1.468,40.0
2023-03-30,401142.234,3043998.544,490,0.423,40.0
2023-03-31,401142.234,3043998.544,490,2.13,40.0
2023-04-01,401142.234,3043998.544,490,0.188,40.0
2023-04-02,401142.234,3043998.544,490,1.038,40.0
2023-04-03,401142.234,3043998.544,490,2.637,40.0
2023-04-04,401142.234,3043998.544,490,1.594,40.0
2023-04-05,401142.234,3043998.544,490,4.984,40.0
2023-04-06,401142.234,3043998.544,490,6.27,40.0
2023-04-07,401142.234,3043998.544,490,1.655,40.0
2023-04-08,401142.234,3043998.544,490,1.417,40.0
2023-04-09,401142.234,3043998.544,490,0.866,40.0
2023-04-10,401142.234,3043998.544,490,1.125,40.0
2023-04-11,401142.234,3043998.544,490,2.647,40.0
2023-04-12,401142.234,3043998.544,490,0.533,40.0
2023-04-13,401142.234,3043998.544,490,1.718,40.0
2023-04-14,401142.234,3043998.544,490,8.322,40.0
2023-04-15,401142.234,3043998.544,490,8.822,40.0
2023-04-16,401142.234,3043998.544,490,0.037,40.0
2023-04-17,401142.234,3043998.544,490,1.288,40.0
2023-04-18,401142.234,3043998.544,490,8.815,40.0
2023-04-19,401142.234,3043998.544,490,2.695,40.0
2023-04-20,401142.234,3043998.544,490,5.636,40.0
2023-04-21,401142.234,3043998.544,490,5.605,40.0
2023-04-22,401142.234,3043998.544,490,4.142,40.0
2023-04-23,401142.234,3043998.544,490,3.443,40.0
2023-04-24,401142.234,3043998.544,490,4.214,40.0
2023-04-25,401142.234,3043998.544,490,0.784,40.0
2023-04-26,401142.234,3043998.544,490,2.143,40.0
2023-04-27,401142.234,3043998.544,490,0.866,40.0
2023-04-28,401142.234,3043998.544,490,13.999,40.0
2023-04-29,401142.234,3043998.544,490,3.317,40.0
2023-04-30,401142.234,3043998.544,490,0.265,40.0
2023-05-01,401142.234,3043998.544,490,0.484,40.0
2023-05-02,401142.234,3043998.544,490,0.996,40.0
2023-05-03,401142.234,3043998.544,490,0.263,40.0
2023-05-04,401142.234,3043998.544,490,1.424,40.0
2023-05-05,401142.234,3043998.544,490,3.938,40.0
2023-05-06,401142.234,3043998.544,490,5.408,40.0
2023-05-07,401142.234,3043998.544,490,3.243,40.0
2023-05-08,401142.234,3043998.544,490,7.224,40.0
2023-05-09,401142.234,3043998.544,490,6.471,40.0
2023-05-10,401142.234,3043998.544,490,7.278,40.0
2023-05-11,401142.234,3043998.544,490,5.701,40.0
2023-05-12,401142.234,3043998.544,490,0.861,40.0
2023-05-13,401142.234,3043998.544,490,0.721,40.0
2023-05-14,401142.234,3043998.544,490,0.01,40.0
2023-05-15,401142.234,3043998.544,490,0.197,40.0
2023-05-16,401142.234,3043998.544,490,0.128,40.0
2023-05-17,401142.234,3043998.544,490,2.667,40.0
2023-05-18,401142.234,3043998.544,490,5.087,40.0
2023-05-19,401142.234,3043998.544,490,10.411,40.0
2023-05-20,401142.234,3043998.544,490,3.336,40.0
2023-05-21,401142.234,3043998.544,490,8.08,40.0
2023-05-22,401142.234,3043998.544,490,2.35,40.0
2023-05-23,401142.234,3043998.544,490,0.174,40.0
2023-05-24,401142.234,3043998.544,490,0.656,40.0
2023-05-25,401142.234,3043998.544,490,3.075,40.0
2023-05-26,401142.234,3043998.544,490,1.318,40.0
2023-05-27,401142.234,3043998.544,490,2.701,40.0
2023-05-28,401142.234,3043998.544,490,1.192,40.0
2023-05-29,401142.234,3043998.544,490,1.731,40.0
2023-05-30,401142.234,3043998.544,490,6.552,40.0
2023-05-31,401142.234,3043998.544,490,12.877,40.0
2023-06-01,401142.234,3043998.544,490,21.218,40.0
2023-06-02,401142.234,3043998.544,490,6.422,40.0
2023-06-03,401142.234,3043998.544,490,5.392,40.0
2023-06-04,401142.234,3043998.544,490,4.177,40.0
2023-06-05,401142.234,3043998.544,490,3.262,40.0
2023-06-06,401142.234,3043998.544,490,0.24,40.0
2023-06-07,401142.234,3043998.544,490,2.729,40.0
2023-06-08,401142.234,3043998.544,490,7.139,40.0
2023-06-09,401142.234,3043998.544,490,0.769,40.0
2023-06-10,401142.234,3043998.544,490,0.006,40.0
2023-06-11,401142.234,3043998.544,490,0.586,40.0
2023-06-12,401142.234,3043998.544,490,10.311,40.0
2023-06-13,401142.234,3043998.544,490,4.297,40.0
2023-06-14,401142.234,3043998.544,490,17.09,40.0
2023-06-15,401142.234,3043998.544,490,8.189,40.0
2023-06-16,401142.234,3043998.544,490,2.114,40.0
2023-06-17,401142.234,3043998.544,490,2.551,40.0
2023-06-18,401142.234,3043998.544,490,2.93,40.0
2023-06-19,401142.234,3043998.544,490,12.428,40.0
2023-06-20,401142.234,3043998.544,490,9.305,40.0
2023-06-21,401142.234,3043998.544,490,17.877,40.0
2023-06-22,401142.234,3043998.544,490,1.063,40.0
2023-06-23,401142.234,3043998.544,490,2.098,39.286
2023-06-24,401142.234,3043998.544,490,1.219,38.571
2023-06-25,401142.234,3043998.544,490,0.114,37.857
2023-06-26,401142.234,3043998.544,490,0.36,37.143
2023-06-27,401142.234,3043998.544,490,0.007,36.429
2023-06-28,401142.234,3043998.544,490,3.077,35.714
2023-06-29,401142.234,3043998.544,490,5.332,35.0
2023-06-30,401142.234,3043998.544,490,4.964,35.0
2023-07-01,401142.234,3043998.544,490,2.301,35.0
2023-07-02,401142.234,3043998.544,490,2.955,35.0
2023-07-03,401142.234,3043998.544,490,28.755,35.0
2023-07-04,401142.234,3043998.544,490,17.698,35.0
2023-07-05,401142.234,3043998.544,490,0.006,35.0
2023-07-06,401142.234,3043998.544,490,0.426,35.0
2023-07-07,401142.234,3043998.544,490,18.664,35.0
2023-07-08,401142.234,3043998.544,490,14.752,35.0
2023-07-09,401142.234,3043998.544,490,0.671,35.0
2023-07-10,401142.234,3043998.544,490,0.156,35.0
2023-07-11,401142.234,3043998.544,490,2.832,35.0
2023-07-12,401142.234,3043998.544,490,5.618,35.0
2023-07-13,401142.234,3043998.544,490,13.176,35.0
2023-07-14,401142.234,3043998.544,490,1.834,35.0
2023-07-15,401142.234,3043998.544,490,0.006,35.0
2023-07-16,401142.234,3043998.544,490,0.006,35.0
2023-07-17,401142.234,3043998.544,490,0.081,35.0
2023-07-18,401142.234,3043998.544,490,0.115,35.0
2023-07-19,401142.234,3043998.544,490,14.893,35.0
2023-07-20,401142.234,3043998.544,490,15.754,35.0
2023-07-21,401142.234,3043998.544,490,11.376,35.0
2023-07-22,401142.234,3043998.544,490,0.147,35.0
2023-07-23,401142.234,3043998.544,490,0.925,35.0
2023-07-24,401142.234,3043998.544,490,11.861,35.0
2023-07-25,401142.234,3043998.544,490,17.807,35.0
2023-07-26,401142.234,3043998.544,490,14.6,35.0
2023-07-27,401142.234,3043998.544,490,29.919,35.0
2023-07-28,401142.234,3043998.544,490,3.775,35.714
2023-07-29,401142.234,3043998.544,490,0.691,36.429
2023-07-30,401142.234,3043998.544,490,3.725,37.143
2023-07-31,401142.234,3043998.544,490,17.763,37.857
2023-08-01,401142.234,3043998.544,490,10.583,38.571
2023-08-02,401142.234,3043998.544,490,5.523,39.286
2023-08-03,401142.234,3043998.544,490,3.957,40.0
2023-08-04,401142.234,3043998.544,490,13.026,40.0
2023-08-05,401142.234,3043998.544,490,12.168,40.0
2023-08-06,401142.234,3043998.544,490,13.103,40.0
2023-08-07,401142.234,3043998.544,490,6.248,40.0
2023-08-08,401142.234,3043998.544,490,7.088,40.0
2023-08-09,401142.234,3043998.544,490,10.196,40.0
2023-08-10,401142.234,3043998.544,490,5.224,40.0
2023-08-11,401142.234,3043998.544,490,8.858,40.0
2023-08-12,401142.234,3043998.544,490,4.072,40.0
2023-08-13,401142.234,3043998.544,490,0.093,40.0
2023-08-14,401142.234,3043998.544,490,0.061,40.0
2023-08-15,401142.234,3043998.544,490,1.839,40.0
2023-08-16,401142.234,3043998.544,490,2.52,40.0
2023-08-17,401142.234,3043998.544,490,14.437,40.0
2023-08-18,401142.234,3043998.544,490,12.114,40.0
2023-08-19,401142.234,3043998.544,490,18.894,40.0
2023-08-20,401142.234,3043998.544,490,13.549,40.0
2023-08-21,401142.234,3043998.544,490,22.641,40.0
2023-08-22,401142.234,3043998.544,490,1.798,40.0
2023-08-23,401142.234,3043998.544,490,19.719,40.0
2023-08-24,401142.234,3043998.544,490,20.582,40.0
2023-08-25,401142.234,3043998.544,490,5.89,40.0
2023-08-26,401142.234,3043998.544,490,10.337,40.0
2023-08-27,401142.234,3043998.544,490,8.659,40.0
2023-08-28,401142.234,3043998.544,490,1.612,40.0
2023-08-29,401142.234,3043998.544,490,1.821,40.0
2023-08-30,401142.234,3043998.544,490,4.127,40.0
2023-08-31,401142.234,3043998.544,490,0.133,40.0
2023-09-01,401142.234,3043998.544,490,2.195,40.0
2023-09-02,401142.234,3043998.544,490,0.019,40.0
2023-09-03,401142.234,3043998.544,490,0.035,40.0
2023-09-04,401142.234,3043998.544,490,0.588,40.0
2023-09-05,401142.234,3043998.544,490,0.032,40.0
2023-09-06,401142.234,3043998.544,490,1.861,40.0
2023-09-07,401142.234,3043998.544,490,2.556,40.0
2023-09-08,401142.234,3043998.544,490,1.387,40.0
2023-09-09,401142.234,3043998.544,490,15.73,40.0
2023-09-10,401142.234,3043998.544,490,2.887,40.0
2023-09-11,401142.234,3043998.544,490,16.649,40.0
2023-09-12,401142.234,3043998.544,490,5.307,40.0
2023-09-13,401142.234,3043998.544,490,0.803,40.0
2023-09-14,401142.234,3043998.544,490,0.011,40.0
2023-09-15,401142.234,3043998.544,490,0.071,40.0
2023-09-16,401142.234,3043998.544,490,0.042,40.0
2023-09-17,401142.234,3043998.544,490,0.713,40.0
2023-09-18,401142.234,3043998.544,490,2.023,40.0
2023-09-19,401142.234,3043998.544,490,16.716,40.0
2023-09-20,401142.234,3043998.544,490,18.546,40.0
2023-09-21,401142.234,3043998.544,490,9.754,40.0
2023-09-22,401142.234,3043998.544,490,6.079,40.0
2023-09-23,401142.234,3043998.544,490,2.212,40.0
2023-09-24,401142.234,3043998.544,490,4.073,40.0
2023-09-25,401142.234,3043998.544,490,7.924,40.0
2023-09-26,401142.234,3043998.544,490,1.773,40.0
2023-09-27,401142.234,3043998.544,490,2.546,40.0
2023-09-28,401142.234,3043998.544,490,9.514,40.0
2023-09-29,401142.234,3043998.544,490,2.285,40.0
2023-09-30,401142.234,3043998.544,490,2.237,40.0
2023-10-01,401142.234,3043998.544,490,2.042,40.0
2023-10-02,401142.234,3043998.544,490,3.449,40.0
2023-10-03,401142.234,3043998.544,490,2.353,40.0
2023-10-04,401142.234,3043998.544,490,5.877,40.0
2023-10-05,401142.234,3043998.544,490,12.409,40.0
2023-10-06,401142.234,3043998.544,490,13.773,39.286
2023-10-07,401142.234,3043998.544,490,13.352,38.571
2023-10-08,401142.234,3043998.544,490,4.657,37.857
2023-10-09,401142.234,3043998.544,490,5.811,37.143
2023-10-10,401142.234,3043998.544,490,2.437,36.429
2023-10-11,401142.234,3043998.544,490,3.013,35.714
2023-10-12,401142.234,3043998.544,490,5.791,35.0
2023-10-13,401142.234,3043998.544,490,11.172,35.0
2023-10-14,401142.234,3043998.544,490,1.109,35.0
2023-10-15,401142.234,3043998.544,490,1.114,35.0
2023-10-16,401142.234,3043998.544,490,1.261,35.0
2023-10-17,401142.234,3043998.544,490,0.959,35.0
2023-10-18,401142.234,3043998.544,490,3.811,35.0
2023-10-19,401142.234,3043998.544,490,4.114,35.0
2023-10-20,401142.234,3043998.544,490,0.081,35.0
2023-10-21,401142.234,3043998.544,490,0.084,35.0
2023-10-22,401142.234,3043998.544,490,0.31,35.0
2023-10-23,401142.234,3043998.544,490,0.611,35.0
2023-10-24,401142.234,3043998.544,490,3.22,35.0
2023-10-25,401142.234,3043998.544,490,3.445,35.0
2023-10-26,401142.234,3043998.544,490,5.756,35.0
2023-10-27,401142.234,3043998.544,490,1.747,35.0
2023-10-28,401142.234,3043998.544,490,0.686,35.0
2023-10-29,401142.234,3043998.544,490,0.825,35.0
2023-10-30,401142.234,3043998.544,490,0.428,35.0
2023-10-31,401142.234,3043998.544,490,0.469,35.0
2023-11-01,401142.234,3043998.544,490,0.332,35.0
2023-11-02,401142.234,3043998.544,490,1.713,35.0
2023-11-03,401142.234,3043998.544,490,6.605,35.0
2023-11-04,401142.234,3043998.544,490,1.462,35.0
2023-11-05,401142.234,3043998.544,490,2.768,35.0
2023-11-06,401142.234,3043998.544,490,0.377,35.0
2023-11-07,401142.234,3043998.544,490,0.334,35.0
2023-11-08,401142.234,3043998.544,490,1.785,35.0
2023-11-09,401142.234,3043998.544,490,1.756,35.0
2023-11-10,401142.234,3043998.544,490,1.864,35.0
2023-11-11,401142.234,3043998.544,490,4.122,35.0
2023-11-12,401142.234,3043998.544,490,8.955,35.0
2023-11-13,401142.234,3043998.544,490,0.963,35.0
2023-11-14,401142.234,3043998.544,490,0.547,35.0
2023-11-15,401142.234,3043998.544,490,5.23,35.0
2023-11-16,401142.234,3043998.544,490,2.18,35.0
2023-11-17,401142.234,3043998.544,490,0.007,35.0
2023-11-18,401142.234,3043998.544,490,4.838,35.0
2023-11-19,401142.234,3043998.544,490,0.01,35.0
2023-11-20,401142.234,3043998.544,490,0.259,35.0
2023-11-21,401142.234,3043998.544,490,1.371,35.0
2023-11-22,401142.234,3043998.544,490,0.375,35.0
2023-11-23,401142.234,3043998.544,490,0.389,35.0
2023-11-24,401142.234,3043998.544,490,0.583,35.0
2023-11-25,401142.234,3043998.544,490,2.389,35.0
2023-11-26,401142.234,3043998.544,490,2.016,35.0
2023-11-27,401142.234,3043998.544,490,0.48,35.0
2023-11-28,401142.234,3043998.544,490,1.008,35.0
2023-11-29,401142.234,3043998.544,490,3.373,35.0
2023-11-30,401142.234,3043998.544,490,4.979,35.0
2023-12-01,401142.234,3043998.544,490,2.496,35.0
2023-12-02,401142.234,3043998.544,490,2.149,35.0
2023-12-03,401142.234,3043998.544,490,1.537,35.0
2023-12-04,401142.234,3043998.544,490,0.472,35.0
2023-12-05,401142.234,3043998.544,490,1.666,35.0
2023-12-06,401142.234,3043998.544,490,2.142,35.0
2023-12-07,401142.234,3043998.544,490,0.005,35.0
2023-12-08,401142.234,3043998.544,490,0.264,35.0
2023-12-09,401142.234,3043998.544,490,0.295,35.0
2023-12-10,401142.234,3043998.544,490,1.363,35.0
2023-12-11,401142.234,3043998.544,490,2.959,35.0
2023-12-12,401142.234,3043998.544,490,1.038,35.0
2023-12-13,401142.234,3043998.544,490,0.015,35.0
2023-12-14,401142.234,3043998.544,490,0.435,35.0
2023-12-15,401142.234,3043998.544,490,3.68,35.0
2023-12-16,401142.234,3043998.544,490,1.633,35.0
2023-12-17,401142.234,3043998.544,490,1.013,35.0
2023-12-18,401142.234,3043998.544,490,0.946,35.0
2023-12-19,401142.234,3043998.544,490,0.075,35.0
2023-12-20,401142.234,3043998.544,490,0.139,35.0
2023-12-21,401142.234,3043998.544,490,1.589,35.0
2023-12-22,401142.234,3043998.544,490,2.597,35.0
2023-12-23,401142.234,3043998.544,490,1.079,35.0
2023-12-24,401142.234,3043998.544,490,1.098,35.0
2023-12-25,401142.234,3043998.544,490,0.266,35.0
2023-12-26,401142.234,3043998.544,490,0.674,35.0
2023-12-27,401142.234,3043998.544,490,0.068,35.0
2023-12-28,401142.234,3043998.544,490,1.119,35.0
2023-12-29,401142.234,3043998.544,490,0.748,35.0
2023-12-30,401142.234,3043998.544,490,0.311,35.0
2023-12-31,401142.234,3043998.544,490,0.777,35.0
2024-01-01,401142.234,3043998.544,490,0.715,35.0
2024-01-02,401142.234,3043998.544,490,0.924,35.0
2024-01-03,401142.234,3043998.544,490,1.091,35.0
2024-01-04,401142.234,3043998.544,490,0.063,35.0
2024-01-05,401142.234,3043998.544,490,0.018,35.0
2024-01-06,401142.234,3043998.544,490,0.029,34.857
2024-01-07,401142.234,3043998.544,490,0.104,34.714
2024-01-08,401142.234,3043998.544,490,0.028,34.571
2024-01-09,401142.234,3043998.544,490,0.046,34.429
2024-01-10,401142.234,3043998.544,490,0.486,34.286
2024-01-11,401142.234,3043998.544,490,0.219,34.143
2024-01-12,401142.234,3043998.544,490,0.024,34.0
2024-01-13,401142.234,3043998.544,490,0.002,34.0
2024-01-14,401142.234,3043998.544,490,0.003,34.0
2024-01-15,401142.234,3043998.544,490,0.006,34.0
2024-01-16,401142.234,3043998.544,490,0.076,34.0
2024-01-17,401142.234,3043998.544,490,0.156,34.0
2024-01-18,401142.234,3043998.544,490,0.01,34.0
2024-01-19,401142.234,3043998.544,490,0.111,34.0
2024-01-20,401142.234,3043998.544,490,0.717,34.143
2024-01-21,401142.234,3043998.544,490,4.834,34.286
2024-01-22,401142.234,3043998.544,490,2.549,34.429
2024-01-23,401142.234,3043998.544,490,0.971,34.571
2024-01-24,401142.234,3043998.544,490,0.902,34.714
2024-01-25,401142.234,3043998.544,490,0.266,34.857
2024-01-26,401142.234,3043998.544,490,0.12,35.0
2024-01-27,401142.234,3043998.544,490,0.44,33.714
2024-01-28,401142.234,3043998.544,490,0.218,32.429
2024-01-29,401142.234,3043998.544,490,0.022,31.143
2024-01-30,401142.234,3043998.544,490,0.032,29.857
2024-01-31,401142.234,3043998.544,490,0.01,28.571
2024-02-01,401142.234,3043998.544,490,0.023,27.286
2024-02-02,401142.234,3043998.544,490,0.168,26.0
2024-02-03,401142.234,3043998.544,490,2.874,25.5
2024-02-04,401142.234,3043998.544,490,0.287,25.0
2024-02-05,401142.234,3043998.544,490,0.267,24.5
2024-02-06,401142.234,3043998.544,490,0.401,24.0
2024-02-07,401142.234,3043998.544,490,0.204,23.5
2024-02-08,401142.234,3043998.544,490,0.267,23.0
2024-02-09,401142.234,3043998.544,490,0.077,22.8
2024-02-10,401142.234,3043998.544,490,0.002,22.6
2024-02-11,401142.234,3043998.544,490,0.001,22.4
2024-02-12,401142.234,3043998.544,490,0.001,22.2
2024-02-13,401142.234,3043998.544,490,0.0,22.0
2024-02-14,401142.234,3043998.544,490,0.003,21.8
2024-02-15,401142.234,3043998.544,490,0.004,21.6
2024-02-16,401142.234,3043998.544,490,0.0,21.4
2024-02-17,401142.234,3043998.544,490,0.001,21.2
2024-02-18,401142.234,3043998.544,490,0.001,21.0
2024-02-19,401142.234,3043998.544,490,0.001,20.8
2024-02-20,401142.234,3043998.544,490,0.001,20.6
2024-02-21,401142.234,3043998.544,490,0.211,20.4
2024-02-22,401142.234,3043998.544,490,0.662,20.2
2024-02-23,401142.234,3043998.544,490,0.326,20.0
2024-02-24,401142.234,3043998.544,490,0.769,19.286
2024-02-25,401142.234,3043998.544,490,0.049,18.571
2024-02-26,401142.234,3043998.544,490,0.068,17.857
2024-02-27,401142.234,3043998.544,490,0.047,17.143
2024-02-28,401142.234,3043998.544,490,0.145,16.429
2024-02-29,401142.234,3043998.544,490,0.375,15.714
2024-03-01,401142.234,3043998.544,490,3.49,15.0
2024-03-02,401142.234,3043998.544,490,2.079,14.0
2024-03-03,401142.234,3043998.544,490,0.398,13.0
2024-03-04,401142.234,3043998.544,490,0.702,12.0
2024-03-05,401142.234,3043998.544,490,2.192,11.0
2024-03-06,401142.234,3043998.544,490,3.488,10.0
2024-03-07,401142.234,3043998.544,490,4.253,9.0
2024-03-08,401142.234,3043998.544,490,2.302,8.0
2024-03-09,401142.234,3043998.544,490,2.238,8.0
2024-03-10,401142.234,3043998.544,490,3.825,8.0
2024-03-11,401142.234,3043998.544,490,0.678,8.0
2024-03-12,401142.234,3043998.544,490,1.421,8.0
2024-03-13,401142.234,3043998.544,490,2.0,8.0
2024-03-14,401142.234,3043998.544,490,0.0,8.0
2024-03-15,401142.234,3043998.544,490,0.0,8.0
2024-03-16,401142.234,3043998.544,490,0.0,8.0
2024-03-17,401142.234,3043998.544,490,0.0,7.333
2024-03-18,401142.234,3043998.544,490,0.0,6.667
2024-03-19,401142.234,3043998.544,490,0.051,6.0
2024-03-20,401142.234,3043998.544,490,0.149,5.333
2024-03-21,401142.234,3043998.544,490,0.0,4.667
2024-03-22,401142.234,3043998.544,490,0.0,4.0
2024-03-23,401142.234,3043998.544,490,0.0,3.714
2024-03-24,401142.234,3043998.544,490,0.0,3.429
2024-03-25,401142.234,3043998.544,490,0.0,3.143
2024-03-26,401142.234,3043998.544,490,0.0,2.857
2024-03-27,401142.234,3043998.544,490,4.179,2.571
2024-03-28,401142.234,3043998.544,490,5.183,2.286
2024-03-29,401142.234,3043998.544,490,0.039,2.0
2024-03-30,401142.234,3043998.544,490,1.066,3.143
2024-03-31,401142.234,3043998.544,490,2.134,4.286
2024-04-01,401142.234,3043998.544,490,0.0,5.429
2024-04-02,401142.234,3043998.544,490,0.0,6.571
2024-04-03,401142.234,3043998.544,490,0.0,7.714
2024-04-04,401142.234,3043998.544,490,0.0,8.857
2024-04-05,401142.234,3043998.544,490,0.086,10.0
2024-04-06,401142.234,3043998.544,490,0.391,9.75
2024-04-07,401142.234,3043998.544,490,0.323,9.5
2024-04-08,401142.234,3043998.544,490,0.0,9.25
2024-04-09,401142.234,3043998.544,490,0.0,9.0
2024-04-10,401142.234,3043998.544,490,0.215,8.75
2024-04-11,401142.234,3043998.544,490,0.185,8.5
2024-04-12,401142.234,3043998.544,490,0.0,8.25
2024-04-13,401142.234,3043998.544,490,0.0,8.0
2024-04-14,401142.234,3043998.544,490,0.0,6.857
2024-04-15,401142.234,3043998.544,490,0.0,5.714
2024-04-16,401142.234,3043998.544,490,0.0,4.571
2024-04-17,401142.234,3043998.544,490,2.149,3.429
2024-04-18,401142.234,3043998.544,490,3.257,2.286
2024-04-19,401142.234,3043998.544,490,4.497,1.143
2024-04-20,401142.234,3043998.544,490,6.45,0.0
2024-04-21,401142.234,3043998.544,490,0.901,0.0
2024-04-22,401142.234,3043998.544,490,3.199,0.0
2024-04-23,401142.234,3043998.544,490,4.241,0.0
2024-04-24,401142.234,3043998.544,490,0.26,0.0
2024-04-25,401142.234,3043998.544,490,0.0,0.0
2024-04-26,401142.234,3043998.544,490,0.0,0.0
2024-04-27,401142.234,3043998.544,490,0.0,0.0
2024-04-28,401142.234,3043998.544,490,0.0,0.0
2024-04-29,401142.234,3043998.544,490,0.49,0.0
2024-04-30,401142.234,3043998.544,490,1.744,0.0
2024-05-01,401142.234,3043998.544,490,1.566,0.0
2024-05-02,401142.234,3043998.544,490,0.0,0.0
2024-05-03,401142.234,3043998.544,490,0.213,0.0
2024-05-04,401142.234,3043998.544,490,4.776,0.0
2024-05-05,401142.234,3043998.544,490,0.011,0.0
2024-05-06,401142.234,3043998.544,490,6.953,0.0
2024-05-07,401142.234,3043998.544,490,10.717,0.0
2024-05-08,401142.234,3043998.544,490,5.388,0.0
2024-05-09,401142.234,3043998.544,490,3.532,0.0
2024-05-10,401142.234,3043998.544,490,0.221,0.0
2024-05-11,401142.234,3043998.544,490,4.495,0.0
2023-01-01,401142.234,3043998.544,760,1.747,18.035
2023-01-02,401142.234,3043998.544,760,3.16,18.084
2023-01-03,401142.234,3043998.544,760,0.857,18.132
2023-01-04,401142.234,3043998.544,760,1.712,18.181
2023-01-05,401142.234,3043998.544,760,1.942,18.23
2023-01-06,401142.234,3043998.544,760,0.201,17.9
2023-01-07,401142.234,3043998.544,760,0.006,17.57
2023-01-08,401142.234,3043998.544,760,0.043,17.24
2023-01-09,401142.234,3043998.544,760,0.099,16.91
2023-01-10,401142.234,3043998.544,760,0.266,16.58
2023-01-11,401142.234,3043998.544,760,0.365,16.25
2023-01-12,401142.234,3043998.544,760,0.176,16.25
2023-01-13,401142.234,3043998.544,760,2.052,16.25
2023-01-14,401142.234,3043998.544,760,3.953,16.25
2023-01-15,401142.234,3043998.544,760,3.943,16.25
2023-01-16,401142.234,3043998.544,760,1.413,16.25
2023-01-17,401142.234,3043998.544,760,2.615,16.25
2023-01-18,401142.234,3043998.544,760,0.636,16.25
2023-01-19,401142.234,3043998.544,760,0.41,16.25
2023-01-20,401142.234,3043998.544,760,0.951,16.25
2023-01-21,401142.234,3043998.544,760,1.063,16.25
2023-01-22,401142.234,3043998.544,760,0.726,16.25
2023-01-23,401142.234,3043998.544,760,4.415,16.25
2023-01-24,401142.234,3043998.544,760,4.727,16.25
2023-01-25,401142.234,3043998.544,760,0.187,16.25
2023-01-26,401142.234,3043998.544,760,2.155,16.25
2023-01-27,401142.234,3043998.544,760,3.925,16.25
2023-01-28,401142.234,3043998.544,760,0.672,16.25
2023-01-29,401142.234,3043998.544,760,0.013,16.25
2023-01-30,401142.234,3043998.544,760,0.006,16.25
2023-01-31,401142.234,3043998.544,760,0.047,16.25
2023-02-01,401142.234,3043998.544,760,0.231,16.25
2023-02-02,401142.234,3043998.544,760,1.454,16.25
2023-02-03,401142.234,3043998.544,760,0.332,16.25
2023-02-04,401142.234,3043998.544,760,2.133,16.25
2023-02-05,401142.234,3043998.544,760,1.465,16.25
2023-02-06,401142.234,3043998.544,760,1.778,16.25
2023-02-07,401142.234,3043998.544,760,3.46,16.25
2023-02-08,401142.234,3043998.544,760,2.313,16.25
2023-02-09,401142.234,3043998.544,760,1.911,16.25
2023-02-10,401142.234,3043998.544,760,1.164,16.25
2023-02-11,401142.234,3043998.544,760,1.068,16.25
2023-02-12,401142.234,3043998.544,760,5.228,16.25
2023-02-13,401142.234,3043998.544,760,5.776,16.25
2023-02-14,401142.234,3043998.544,760,1.567,16.25
2023-02-15,401142.234,3043998.544,760,1.783,16.25
2023-02-16,401142.234,3043998.544,760,0.524,16.25
2023-02-17,401142.234,3043998.544,760,0.101,16.357
2023-02-18,401142.234,3043998.544,760,2.087,16.464
2023-02-19,401142.234,3043998.544,760,1.072,16.571
2023-02-20,401142.234,3043998.544,760,1.6,16.679
2023-02-21,401142.234,3043998.544,760,3.862,16.786
2023-02-22,401142.234,3043998.544,760,3.581,16.893
2023-02-23,401142.234,3043998.544,760,3.151,17.0
2023-02-24,401142.234,3043998.544,760,2.651,17.0
2023-02-25,401142.234,3043998.544,760,1.281,17.0
2023-02-26,401142.234,3043998.544,760,0.037,17.0
2023-02-27,401142.234,3043998.544,760,0.286,17.0
2023-02-28,401142.234,3043998.544,760,1.859,17.0
2023-03-01,401142.234,3043998.544,760,4.526,17.0
2023-03-02,401142.234,3043998.544,760,2.927,17.0
2023-03-03,401142.234,3043998.544,760,2.293,17.0
2023-03-04,401142.234,3043998.544,760,0.772,17.0
2023-03-05,401142.234,3043998.544,760,0.645,17.0
2023-03-06,401142.234,3043998.544,760,2.172,17.0
2023-03-07,401142.234,3043998.544,760,3.028,17.0
2023-03-08,401142.234,3043998.544,760,2.25,17.0
2023-03-09,401142.234,3043998.544,760,0.936,17.0
2023-03-10,401142.234,3043998.544,760,1.975,17.143
2023-03-11,401142.234,3043998.544,760,7.304,17.286
2023-03-12,401142.234,3043998.544,760,19.985,17.429
2023-03-13,401142.234,3043998.544,760,1.577,17.571
2023-03-14,401142.234,3043998.544,760,0.22,17.714
2023-03-15,401142.234,3043998.544,760,1.197,17.857
2023-03-16,401142.234,3043998.544,760,2.691,18.0
2023-03-17,401142.234,3043998.544,760,2.275,18.0
2023-03-18,401142.234,3043998.544,760,2.664,18.0
2023-03-19,401142.234,3043998.544,760,1.623,18.0
2023-03-20,401142.234,3043998.544,760,1.287,18.0
2023-03-21,401142.234,3043998.544,760,1.663,18.0
2023-03-22,401142.234,3043998.544,760,6.254,18.0
